project_project_id,cases_case_id,cases_submitter_id,samples_sample_id,samples_submitter_id,portions_portion_id,portions_submitter_id,analytes_a260_a280_ratio,analytes_amount,analytes_analyte_id,analytes_analyte_quantity,analytes_analyte_type,analytes_analyte_type_id,analytes_analyte_volume,analytes_concentration,analytes_experimental_protocol_type,analytes_normal_tumor_genotype_snp_match,analytes_ribosomal_rna_28s_16s_ratio,analytes_rna_integrity_number,analytes_spectrophotometer_method,analytes_state,analytes_submitter_id,analytes_well_number
TCGA-SKCM,1ca2eb9f-9496-450f-83fe-c7a6cb1a075b,TCGA-BF-A3DM,90ed8100-f05c-450c-b272-19a960a31d70,TCGA-BF-A3DM-10A,d94cf1f6-f4f0-40f8-8a0b-488ea780e163,TCGA-BF-A3DM-10A-02,,,35f0401a-33da-4ceb-9b6b-9cdf1585b6dc,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A3DM-10A-02D,
TCGA-SKCM,1ca2eb9f-9496-450f-83fe-c7a6cb1a075b,TCGA-BF-A3DM,ffdcb50d-0e00-49b1-aaf6-f3a920cbcacc,TCGA-BF-A3DM-01A,8e7f1ad1-588e-4eba-b784-8c0a290ea670,TCGA-BF-A3DM-01A-11,,,7067860c-40bf-4820-9ad9-9710a8964bbd,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A3DM-01A-11D,
TCGA-SKCM,1ca2eb9f-9496-450f-83fe-c7a6cb1a075b,TCGA-BF-A3DM,ffdcb50d-0e00-49b1-aaf6-f3a920cbcacc,TCGA-BF-A3DM-01A,8e7f1ad1-588e-4eba-b784-8c0a290ea670,TCGA-BF-A3DM-01A-11,1.78,,77c1b69d-0e55-495c-ab17-f74b7901dbee,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.8,9.0,UV Spec,released,TCGA-BF-A3DM-01A-11R,
TCGA-SKCM,1ca2eb9f-9496-450f-83fe-c7a6cb1a075b,TCGA-BF-A3DM,ffdcb50d-0e00-49b1-aaf6-f3a920cbcacc,TCGA-BF-A3DM-01A,8e7f1ad1-588e-4eba-b784-8c0a290ea670,TCGA-BF-A3DM-01A-11,,,ede225f4-830f-4115-a403-66c02427cee3,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A3DM-01A-11W,
TCGA-SKCM,a3df4ba6-538e-4b53-a356-eb1ef743b2ab,TCGA-FS-A1ZY,483d87a4-7427-4be0-83c2-32807c2d3a59,TCGA-FS-A1ZY-06A,c7c641df-cd15-4da4-ae3d-c4b6d2dd601e,TCGA-FS-A1ZY-06A-11,,,675ccfa9-aaa6-4209-b811-ad46276c723c,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FS-A1ZY-06A-11W,
TCGA-SKCM,a3df4ba6-538e-4b53-a356-eb1ef743b2ab,TCGA-FS-A1ZY,483d87a4-7427-4be0-83c2-32807c2d3a59,TCGA-FS-A1ZY-06A,c7c641df-cd15-4da4-ae3d-c4b6d2dd601e,TCGA-FS-A1ZY-06A-11,1.8,,8df73fc3-4a91-4c40-b7d3-cf19847d1ea1,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.0,7.7,UV Spec,released,TCGA-FS-A1ZY-06A-11R,
TCGA-SKCM,a3df4ba6-538e-4b53-a356-eb1ef743b2ab,TCGA-FS-A1ZY,483d87a4-7427-4be0-83c2-32807c2d3a59,TCGA-FS-A1ZY-06A,c7c641df-cd15-4da4-ae3d-c4b6d2dd601e,TCGA-FS-A1ZY-06A-11,,,f5d75235-67f2-4cf2-972f-2c24626843f9,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FS-A1ZY-06A-11D,
TCGA-SKCM,a3df4ba6-538e-4b53-a356-eb1ef743b2ab,TCGA-FS-A1ZY,ed3dfadc-b57a-47f8-bc24-a4edd2f19d2f,TCGA-FS-A1ZY-10A,ae213960-d67a-41e1-9aad-38938338d1f4,TCGA-FS-A1ZY-10A-01,,,0fadee00-e7f3-4fd8-8b4e-89ed9a15ce82,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FS-A1ZY-10A-01D,
TCGA-SKCM,a3df4ba6-538e-4b53-a356-eb1ef743b2ab,TCGA-FS-A1ZY,ed3dfadc-b57a-47f8-bc24-a4edd2f19d2f,TCGA-FS-A1ZY-10A,ae213960-d67a-41e1-9aad-38938338d1f4,TCGA-FS-A1ZY-10A-01,,,cab177a7-6ee6-439a-b5af-964a49583ca6,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FS-A1ZY-10A-01W,
TCGA-SKCM,1404791b-86bf-4dfd-85b4-c8ff356f109c,TCGA-FS-A1ZK,07e2fea3-4ba5-49b3-ae9b-61ff8492026c,TCGA-FS-A1ZK-06A,9e0163cc-a450-41c0-bf3e-d226401ba808,TCGA-FS-A1ZK-06A-11,1.85,,11cef2d6-1d9c-4aba-b042-79ebceca3523,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.8,9.3,UV Spec,released,TCGA-FS-A1ZK-06A-11R,
TCGA-SKCM,1404791b-86bf-4dfd-85b4-c8ff356f109c,TCGA-FS-A1ZK,07e2fea3-4ba5-49b3-ae9b-61ff8492026c,TCGA-FS-A1ZK-06A,9e0163cc-a450-41c0-bf3e-d226401ba808,TCGA-FS-A1ZK-06A-11,,,26bd7089-11a2-497c-841c-c2aa267186cc,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FS-A1ZK-06A-11W,
TCGA-SKCM,1404791b-86bf-4dfd-85b4-c8ff356f109c,TCGA-FS-A1ZK,07e2fea3-4ba5-49b3-ae9b-61ff8492026c,TCGA-FS-A1ZK-06A,9e0163cc-a450-41c0-bf3e-d226401ba808,TCGA-FS-A1ZK-06A-11,,,fd7f208d-b3a8-4c63-b6e1-8780fda9cf9e,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FS-A1ZK-06A-11D,
TCGA-SKCM,1404791b-86bf-4dfd-85b4-c8ff356f109c,TCGA-FS-A1ZK,9f006b7f-4be8-423e-86c6-36ef71215c9f,TCGA-FS-A1ZK-10A,6d5a5c39-cea8-4004-afdf-98e8c88c0256,TCGA-FS-A1ZK-10A-01,,,c0acb25a-3424-4564-b90f-2c76c70390b9,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-FS-A1ZK-10A-01D,
TCGA-SKCM,1404791b-86bf-4dfd-85b4-c8ff356f109c,TCGA-FS-A1ZK,9f006b7f-4be8-423e-86c6-36ef71215c9f,TCGA-FS-A1ZK-10A,6d5a5c39-cea8-4004-afdf-98e8c88c0256,TCGA-FS-A1ZK-10A-01,,,f3483e91-1426-4cf4-b8f6-a127ffdb0a76,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-FS-A1ZK-10A-01W,
TCGA-SKCM,8b6b1cbf-dedb-4c99-8f75-eafbe5c43592,TCGA-XV-A9W2,554b8b01-1838-455d-90a9-4e49023ad0f5,TCGA-XV-A9W2-01A,b7fde01a-1147-4a7a-bba8-1bf2d6880e09,TCGA-XV-A9W2-01A-11,,,821c9d07-7241-49cb-8bb7-9f8732432942,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-XV-A9W2-01A-11D,
TCGA-SKCM,8b6b1cbf-dedb-4c99-8f75-eafbe5c43592,TCGA-XV-A9W2,554b8b01-1838-455d-90a9-4e49023ad0f5,TCGA-XV-A9W2-01A,b7fde01a-1147-4a7a-bba8-1bf2d6880e09,TCGA-XV-A9W2-01A-11,1.89,,b9fb4d72-7497-48ab-8933-97aee1bcecda,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.22,7.7,UV Spec,released,TCGA-XV-A9W2-01A-11R,
TCGA-SKCM,8b6b1cbf-dedb-4c99-8f75-eafbe5c43592,TCGA-XV-A9W2,edf241ec-87f2-4b11-955b-2a877d045688,TCGA-XV-A9W2-10A,e4682351-d477-4fc7-ab81-3a88c8770a53,TCGA-XV-A9W2-10A-01,,,39b1f127-33af-442e-a3b2-809c0f078038,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-XV-A9W2-10A-01D,
TCGA-SKCM,8b6b1cbf-dedb-4c99-8f75-eafbe5c43592,TCGA-XV-A9W2,edf241ec-87f2-4b11-955b-2a877d045688,TCGA-XV-A9W2-10A,e4682351-d477-4fc7-ab81-3a88c8770a53,TCGA-XV-A9W2-10A-01,,,fccb8a10-bebe-4c7a-97b6-3a4875cac00e,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-XV-A9W2-10A-01W,
TCGA-SKCM,b6b51b28-bdee-4fe6-a3f3-7b128e16721c,TCGA-GN-A26D,b00124dd-5aac-464b-87c8-db1d40c5c80b,TCGA-GN-A26D-06A,f2608ecf-b558-4f53-8c3e-0b19e0a7b1dd,TCGA-GN-A26D-06A-11,,,4bed1863-5280-4564-af45-a55fc7eea952,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-GN-A26D-06A-11D,
TCGA-SKCM,854466bf-b943-4acb-b4f1-6b285cb813e3,TCGA-D3-A5GO,2ee07772-9b2a-4313-853b-2b5742e5907e,TCGA-D3-A5GO-10A,20dea388-e636-4ca3-ac1b-82d71b9d234d,TCGA-D3-A5GO-10A-01,,,881b56dc-5411-448a-abf1-c0a021df3dc6,,DNA,D,,0.16,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-D3-A5GO-10A-01D,
TCGA-SKCM,854466bf-b943-4acb-b4f1-6b285cb813e3,TCGA-D3-A5GO,2ee07772-9b2a-4313-853b-2b5742e5907e,TCGA-D3-A5GO-10A,20dea388-e636-4ca3-ac1b-82d71b9d234d,TCGA-D3-A5GO-10A-01,,,ef37e622-ec81-4bf5-9865-84988bec84f6,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-D3-A5GO-10A-01W,
TCGA-SKCM,854466bf-b943-4acb-b4f1-6b285cb813e3,TCGA-D3-A5GO,a0ab4431-cae2-45f6-8a10-4590ac81baa6,TCGA-D3-A5GO-06A,5f298565-fc4a-448c-add1-12266aa12cd4,TCGA-D3-A5GO-06A-12,,,65ceaa40-0963-4b43-a03e-dd3980a4a9c6,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-D3-A5GO-06A-12D,
TCGA-SKCM,854466bf-b943-4acb-b4f1-6b285cb813e3,TCGA-D3-A5GO,a0ab4431-cae2-45f6-8a10-4590ac81baa6,TCGA-D3-A5GO-06A,5f298565-fc4a-448c-add1-12266aa12cd4,TCGA-D3-A5GO-06A-12,,,7a743902-793f-4074-b06d-86838edd8003,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-D3-A5GO-06A-12W,
TCGA-SKCM,854466bf-b943-4acb-b4f1-6b285cb813e3,TCGA-D3-A5GO,a0ab4431-cae2-45f6-8a10-4590ac81baa6,TCGA-D3-A5GO-06A,5f298565-fc4a-448c-add1-12266aa12cd4,TCGA-D3-A5GO-06A-12,1.86,,d320acea-c3b3-469d-9bd6-5b1ba831de3e,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.38,8.3,UV Spec,released,TCGA-D3-A5GO-06A-12R,
TCGA-SKCM,b44cced8-88db-4769-a1b0-b09d28558277,TCGA-BF-A5ER,38c53576-d7cf-4700-b205-13711812c1f0,TCGA-BF-A5ER-01A,615cac2d-f6b6-451f-9049-bf6ffb936b6c,TCGA-BF-A5ER-01A-12,,,084dd97c-0c88-4ca7-9e1d-3d0ab45d1b35,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A5ER-01A-12W,
TCGA-SKCM,b44cced8-88db-4769-a1b0-b09d28558277,TCGA-BF-A5ER,38c53576-d7cf-4700-b205-13711812c1f0,TCGA-BF-A5ER-01A,615cac2d-f6b6-451f-9049-bf6ffb936b6c,TCGA-BF-A5ER-01A-12,1.91,,44bde3d2-24b9-4572-8012-5711e5dc59d3,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.68,9.4,UV Spec,released,TCGA-BF-A5ER-01A-12R,
TCGA-SKCM,b44cced8-88db-4769-a1b0-b09d28558277,TCGA-BF-A5ER,38c53576-d7cf-4700-b205-13711812c1f0,TCGA-BF-A5ER-01A,615cac2d-f6b6-451f-9049-bf6ffb936b6c,TCGA-BF-A5ER-01A-12,,,46082da3-63e7-4d21-9d12-2c7253de2795,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A5ER-01A-12D,
TCGA-SKCM,b44cced8-88db-4769-a1b0-b09d28558277,TCGA-BF-A5ER,99e40421-d315-4e05-86bd-0d26b7fbc650,TCGA-BF-A5ER-10A,66fc5e0b-6e3c-421c-bb08-fc3741fd2374,TCGA-BF-A5ER-10A-01,,,4db82bcc-3b2b-4e40-93cf-4beb094c2c2a,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-A5ER-10A-01D,
TCGA-SKCM,b44cced8-88db-4769-a1b0-b09d28558277,TCGA-BF-A5ER,99e40421-d315-4e05-86bd-0d26b7fbc650,TCGA-BF-A5ER-10A,66fc5e0b-6e3c-421c-bb08-fc3741fd2374,TCGA-BF-A5ER-10A-01,,,9cb1c00c-8b96-4ae9-a351-9cefdd76ea65,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-BF-A5ER-10A-01W,
TCGA-SKCM,b6b51b28-bdee-4fe6-a3f3-7b128e16721c,TCGA-GN-A26D,b00124dd-5aac-464b-87c8-db1d40c5c80b,TCGA-GN-A26D-06A,f2608ecf-b558-4f53-8c3e-0b19e0a7b1dd,TCGA-GN-A26D-06A-11,1.84,,63cd2c14-2547-4c61-87f6-a1acb90e783e,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.9,9.8,UV Spec,released,TCGA-GN-A26D-06A-11R,
TCGA-SKCM,b6b51b28-bdee-4fe6-a3f3-7b128e16721c,TCGA-GN-A26D,b00124dd-5aac-464b-87c8-db1d40c5c80b,TCGA-GN-A26D-06A,f2608ecf-b558-4f53-8c3e-0b19e0a7b1dd,TCGA-GN-A26D-06A-11,,,dbcbf532-aef3-4a57-8985-11c4d3771c48,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-GN-A26D-06A-11W,
TCGA-SKCM,b6b51b28-bdee-4fe6-a3f3-7b128e16721c,TCGA-GN-A26D,ce6b838b-e0f3-451b-abfe-9c3695199c5c,TCGA-GN-A26D-10A,59ec0fbb-1ba8-4830-8961-661f96dcb519,TCGA-GN-A26D-10A-01,,,234bb5b5-b91d-4178-b0a8-f3d87fff5b01,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-GN-A26D-10A-01W,
TCGA-SKCM,b6b51b28-bdee-4fe6-a3f3-7b128e16721c,TCGA-GN-A26D,ce6b838b-e0f3-451b-abfe-9c3695199c5c,TCGA-GN-A26D-10A,59ec0fbb-1ba8-4830-8961-661f96dcb519,TCGA-GN-A26D-10A-01,,,43ced118-5e6c-4436-8b83-1365b802dbb4,,DNA,D,,0.17,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-GN-A26D-10A-01D,
TCGA-SKCM,5f39db5b-e5c6-4b7c-acbc-a7c73b556829,TCGA-WE-A8ZY,82788af5-136a-4838-818a-cf114303e79d,TCGA-WE-A8ZY-06A,b3cfcebf-9ea1-428c-b247-1dbc143283e1,TCGA-WE-A8ZY-06A-11,,,73774dcc-ba2e-4c83-b23d-23b84a8c608c,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-WE-A8ZY-06A-11D,
TCGA-SKCM,7c6e2fe9-d1ff-4bf4-bda1-cc3615eb3584,TCGA-BF-AAP2,1ad518e7-4b49-4f42-a6c3-4c4ee3475675,TCGA-BF-AAP2-10A,ff35fa18-06bf-4802-9aaa-ecf2a6b57ffe,TCGA-BF-AAP2-10A-01,,,547ab411-0372-4ba5-b9e1-25d2201facd0,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-AAP2-10A-01D,
TCGA-SKCM,7c6e2fe9-d1ff-4bf4-bda1-cc3615eb3584,TCGA-BF-AAP2,869d7b16-f19b-4e45-a584-994d03462531,TCGA-BF-AAP2-01A,09222224-ebd1-411e-9065-f86eeb7138c8,TCGA-BF-AAP2-01A-11,1.92,,5e4b0ae5-d66c-423b-b288-0952c52b5aa6,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.34,8.7,UV Spec,released,TCGA-BF-AAP2-01A-11R,
TCGA-SKCM,7c6e2fe9-d1ff-4bf4-bda1-cc3615eb3584,TCGA-BF-AAP2,869d7b16-f19b-4e45-a584-994d03462531,TCGA-BF-AAP2-01A,09222224-ebd1-411e-9065-f86eeb7138c8,TCGA-BF-AAP2-01A-11,,,ec438edc-ae33-4282-a5ce-79a1e9fc800a,,DNA,D,,0.15,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-BF-AAP2-01A-11D,
TCGA-SKCM,5f39db5b-e5c6-4b7c-acbc-a7c73b556829,TCGA-WE-A8ZY,82788af5-136a-4838-818a-cf114303e79d,TCGA-WE-A8ZY-06A,b3cfcebf-9ea1-428c-b247-1dbc143283e1,TCGA-WE-A8ZY-06A-11,,,8789c9ea-783c-43ec-8b0f-0322553d35fd,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-WE-A8ZY-06A-11W,
TCGA-SKCM,5f39db5b-e5c6-4b7c-acbc-a7c73b556829,TCGA-WE-A8ZY,82788af5-136a-4838-818a-cf114303e79d,TCGA-WE-A8ZY-06A,b3cfcebf-9ea1-428c-b247-1dbc143283e1,TCGA-WE-A8ZY-06A-11,1.87,,a2c9b949-96eb-47e4-9b6b-3fc8030da3b8,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.55,8.7,UV Spec,released,TCGA-WE-A8ZY-06A-11R,
TCGA-SKCM,4a2135bd-31ff-4564-9e87-1164b3422f61,TCGA-XV-A9VZ,b10c679b-b9c9-49df-bc56-adda81e16955,TCGA-XV-A9VZ-01A,e08c3227-7b65-4d69-9e32-31fb215aa4d1,TCGA-XV-A9VZ-01A-11,1.88,,b9f664f6-12cb-4fdb-b4c3-0ceccec4faf1,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.03,7.8,UV Spec,released,TCGA-XV-A9VZ-01A-11R,
TCGA-SKCM,4a2135bd-31ff-4564-9e87-1164b3422f61,TCGA-XV-A9VZ,b10c679b-b9c9-49df-bc56-adda81e16955,TCGA-XV-A9VZ-01A,e08c3227-7b65-4d69-9e32-31fb215aa4d1,TCGA-XV-A9VZ-01A-11,,,dc14f247-9a64-4bdf-b330-1f728802bea0,,DNA,D,,0.16,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-XV-A9VZ-01A-11D,
TCGA-SKCM,4a2135bd-31ff-4564-9e87-1164b3422f61,TCGA-XV-A9VZ,b10c679b-b9c9-49df-bc56-adda81e16955,TCGA-XV-A9VZ-01A,e08c3227-7b65-4d69-9e32-31fb215aa4d1,TCGA-XV-A9VZ-01A-11,,,fb7f647d-c27a-42e7-be02-12f5c454b3c6,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-XV-A9VZ-01A-11W,
TCGA-SKCM,4a2135bd-31ff-4564-9e87-1164b3422f61,TCGA-XV-A9VZ,c5a41282-1f90-4671-9786-195536a497c7,TCGA-XV-A9VZ-10A,9cfd1744-a25c-46a7-9744-e044057f57c0,TCGA-XV-A9VZ-10A-01,,,6f8e1de6-d560-4924-accd-a78357c6a1e8,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-XV-A9VZ-10A-01D,
TCGA-SKCM,4a2135bd-31ff-4564-9e87-1164b3422f61,TCGA-XV-A9VZ,c5a41282-1f90-4671-9786-195536a497c7,TCGA-XV-A9VZ-10A,9cfd1744-a25c-46a7-9744-e044057f57c0,TCGA-XV-A9VZ-10A-01,,,74bc36e8-fcb6-4c57-b2e6-0d9199e19eb8,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-XV-A9VZ-10A-01W,
TCGA-SKCM,5f39db5b-e5c6-4b7c-acbc-a7c73b556829,TCGA-WE-A8ZY,d92967e4-ea4a-41ea-9208-843bd4c9a5fe,TCGA-WE-A8ZY-10A,958b08ab-623c-47bf-ba8b-90c289a8b204,TCGA-WE-A8ZY-10A-01,,,089f05d2-530e-4e8e-9f3b-60e14d6759ab,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-WE-A8ZY-10A-01W,
TCGA-SKCM,5f39db5b-e5c6-4b7c-acbc-a7c73b556829,TCGA-WE-A8ZY,d92967e4-ea4a-41ea-9208-843bd4c9a5fe,TCGA-WE-A8ZY-10A,958b08ab-623c-47bf-ba8b-90c289a8b204,TCGA-WE-A8ZY-10A-01,,,e0a2f66e-88aa-4b3f-94d6-d3bfb7d096f5,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-WE-A8ZY-10A-01D,
TCGA-SKCM,01cb0004-fc1e-4da5-9d27-f458f8d711ee,TCGA-EE-A29V,08cd5f21-f1f6-4ffb-8587-2e13f6ded157,TCGA-EE-A29V-06A,227753ce-da9e-41e1-8473-1381f43e7dc4,TCGA-EE-A29V-06A-12,,,2581928b-aa47-4d9a-8957-4b45ca20913e,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EE-A29V-06A-12D,
TCGA-SKCM,554270fb-1fb3-4aeb-81a1-f78c30b143b4,TCGA-EB-A51B,8830c510-bb9e-487f-a193-ab1c0d30a694,TCGA-EB-A51B-10A,0a9d6d8f-3b0c-456d-a6f2-e2095bc056ae,TCGA-EB-A51B-10A-01,,,33062902-9c48-4a3d-90f6-10fa24610f83,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A51B-10A-01W,
TCGA-SKCM,554270fb-1fb3-4aeb-81a1-f78c30b143b4,TCGA-EB-A51B,8830c510-bb9e-487f-a193-ab1c0d30a694,TCGA-EB-A51B-10A,0a9d6d8f-3b0c-456d-a6f2-e2095bc056ae,TCGA-EB-A51B-10A-01,,,70704bc8-b306-4984-8719-47ec0ea6cd88,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A51B-10A-01D,
TCGA-SKCM,554270fb-1fb3-4aeb-81a1-f78c30b143b4,TCGA-EB-A51B,ee90a4fc-c88f-438b-969a-328ea7f23580,TCGA-EB-A51B-01A,4a32c792-27b2-457c-bcd2-a9dd7e6b1aa8,TCGA-EB-A51B-01A-11,,,218778a2-126d-4e9f-b25a-433c6b567e4a,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A51B-01A-11D,
TCGA-SKCM,554270fb-1fb3-4aeb-81a1-f78c30b143b4,TCGA-EB-A51B,ee90a4fc-c88f-438b-969a-328ea7f23580,TCGA-EB-A51B-01A,4a32c792-27b2-457c-bcd2-a9dd7e6b1aa8,TCGA-EB-A51B-01A-11,,,717c5045-03bb-4e60-a6ab-d0552de2029b,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A51B-01A-11W,
TCGA-SKCM,554270fb-1fb3-4aeb-81a1-f78c30b143b4,TCGA-EB-A51B,ee90a4fc-c88f-438b-969a-328ea7f23580,TCGA-EB-A51B-01A,4a32c792-27b2-457c-bcd2-a9dd7e6b1aa8,TCGA-EB-A51B-01A-11,1.96,,de0279f9-f5b4-4262-bad2-96544922202a,,RNA,R,,0.18,nRNA - Melanoma Protocol,Yes,1.92,9.6,UV Spec,released,TCGA-EB-A51B-01A-11R,
TCGA-SKCM,01cb0004-fc1e-4da5-9d27-f458f8d711ee,TCGA-EE-A29V,08cd5f21-f1f6-4ffb-8587-2e13f6ded157,TCGA-EE-A29V-06A,227753ce-da9e-41e1-8473-1381f43e7dc4,TCGA-EE-A29V-06A-12,,,e31c1287-929c-477f-80e9-b99ed70e39b9,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A29V-06A-12W,
TCGA-SKCM,01cb0004-fc1e-4da5-9d27-f458f8d711ee,TCGA-EE-A29V,50459715-30f2-49a7-be1f-9a54d61242a8,TCGA-EE-A29V-10A,584ae7b1-d2c6-48ae-bc51-3442aed3ffd4,TCGA-EE-A29V-10A-01,,,27876e60-e5af-4a81-b8ce-0ffedd36c5bd,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EE-A29V-10A-01W,
TCGA-SKCM,01cb0004-fc1e-4da5-9d27-f458f8d711ee,TCGA-EE-A29V,50459715-30f2-49a7-be1f-9a54d61242a8,TCGA-EE-A29V-10A,584ae7b1-d2c6-48ae-bc51-3442aed3ffd4,TCGA-EE-A29V-10A-01,,,e4963210-7bbc-434f-bf22-0d2c21611a44,,DNA,D,,0.15,Pre-extracted DNA received by TSS,Yes,,,PicoGreen,released,TCGA-EE-A29V-10A-01D,
TCGA-SKCM,01cb0004-fc1e-4da5-9d27-f458f8d711ee,TCGA-EE-A29V,08cd5f21-f1f6-4ffb-8587-2e13f6ded157,TCGA-EE-A29V-06A,227753ce-da9e-41e1-8473-1381f43e7dc4,TCGA-EE-A29V-06A-12,1.8,,9fb4223d-cd06-45a7-a84b-376bd13370e8,,RNA,R,,0.16,nRNA - Melanoma Protocol,Yes,1.8,9.3,UV Spec,released,TCGA-EE-A29V-06A-12R,
TCGA-SKCM,6e2d8818-b377-45f5-97f4-f905de22c487,TCGA-EB-A4OY,5a18b478-f3af-4f4d-bb94-758c87d58fd9,TCGA-EB-A4OY-10A,27f633b6-b80a-45e8-9bca-9fd87fa62a25,TCGA-EB-A4OY-10A-01,,,1a8928c1-60af-4e19-b797-31b7614cc51e,,DNA,D,,0.14,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A4OY-10A-01D,
TCGA-SKCM,6e2d8818-b377-45f5-97f4-f905de22c487,TCGA-EB-A4OY,5a18b478-f3af-4f4d-bb94-758c87d58fd9,TCGA-EB-A4OY-10A,27f633b6-b80a-45e8-9bca-9fd87fa62a25,TCGA-EB-A4OY-10A-01,,,92ad37af-3d54-4a25-b827-93f0fb28d209,,Repli-G (Qiagen) DNA,W,,,Repli-G,Yes,,,,released,TCGA-EB-A4OY-10A-01W,
TCGA-SKCM,6e2d8818-b377-45f5-97f4-f905de22c487,TCGA-EB-A4OY,7aed9242-b7c2-4962-8fcb-03d573b886e0,TCGA-EB-A4OY-01A,d05876a0-71c4-45cb-bd09-32656c33551f,TCGA-EB-A4OY-01A-11,1.9,,244b4379-e99e-4da2-8f60-a9228d9076ad,,RNA,R,,0.17,nRNA - Melanoma Protocol,Yes,1.42,8.4,UV Spec,released,TCGA-EB-A4OY-01A-11R,
TCGA-SKCM,6e2d8818-b377-45f5-97f4-f905de22c487,TCGA-EB-A4OY,7aed9242-b7c2-4962-8fcb-03d573b886e0,TCGA-EB-A4OY-01A,d05876a0-71c4-45cb-bd09-32656c33551f,TCGA-EB-A4OY-01A-11,,,5234fa11-9aca-4435-86a9-93921850b3b7,,DNA,D,,0.17,aDNA Preparation Type,Yes,,,PicoGreen,released,TCGA-EB-A4OY-01A-11D,
